id,gender,relationship_status,education,location,sports,favorite_teams,friends_count,posts_count,likes_count,music_count,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
4513953769171823,female,widowed,PhD,"North Raymond, Tunisia",['Basketball'],"['New York Knicks', 'Los Angeles Lakers']",1811,123,1599,196,0.9160028022417934,0.5246,0.5086817363472694,0.7979999999999999,0.8867887910328263
4953431087526189,male,single,Associate's,"East Lisaton, Chad","['Football', 'Hockey', 'Baseball']","['Manchester United', 'Los Angeles Lakers']",2325,327,3009,18,0.4301140912730184,0.6654,0.5395279055811162,0.509,0.7487436349079263
170901480632484,male,single,High School,"Heathershire, Ukraine",['Football'],"['New York Knicks', 'Los Angeles Lakers']",4824,246,2248,11,0.32249799839871895,0.6492,0.689497899579916,0.5055,0.8116080064051241
430764753722051,male,widowed,Associate's,"Gallegoston, Colombia","['Tennis', 'Baseball', 'Basketball']",['Los Angeles Lakers'],892,58,3851,91,0.4385408326661329,0.5116,0.45353070614122826,0.5455,0.8226366693354684
2650567439003188,female,single,Bachelor's,"Williamsport, Lithuania","['Hockey', 'Baseball', 'Tennis']",['Manchester United'],2488,223,955,2,0.5095576461168935,0.6446,0.5493098619723945,0.701,0.872569415532426
8545191503195361,male,married,Master's,"Saundersstad, Mozambique","['Tennis', 'Basketball', 'Soccer']","['Real Madrid', 'Manchester United']",3521,75,1831,142,0.7183246597277821,0.8150000000000001,0.6113022604520905,0.571,0.8967013610888711
9618414777450081,female,married,Master's,"New Hollyfurt, Bulgaria",['Basketball'],['FC Barcelona'],456,228,4671,57,0.7467473979183347,0.8456,0.4273654730946189,0.7284999999999999,0.7218104083266614
9386285425154458,female,married,PhD,"Carterstad, Eritrea","['Soccer', 'Basketball']",['FC Barcelona'],1343,75,7998,23,0.9800440352281825,0.8150000000000001,0.4805961192238448,0.7114999999999999,0.6498238590872698
5021834592670205,male,single,Associate's,"Danielview, Lesotho","['Basketball', 'Baseball']","['FC Barcelona', 'New York Knicks']",1306,71,2208,43,0.42209767814251403,0.6142,0.47837567513502705,0.5215,0.883209287429944
235226333331021,female,widowed,High School,"Danieltown, Turkmenistan","['Tennis', 'Hockey', 'Basketball']",['Manchester United'],2864,159,4697,42,0.3470076060848679,0.5318,0.571874374874975,0.721,0.7483695756605284
6365467843932535,female,single,High School,"New Jasmine, Dominican Republic","['Football', 'Baseball', 'Hockey']",['Los Angeles Lakers'],4970,72,2683,8,0.32685148118494795,0.6144,0.6982596519303861,0.704,0.8637940752602081
4673022027770667,female,single,Master's,"New Angelaborough, Serbia","['Basketball', 'Tennis', 'Hockey']","['Los Angeles Lakers', 'New York Knicks']",4432,259,6538,18,0.7654323458767013,0.6517999999999999,0.6659731946389278,0.709,0.6346706164931945
3527877975134760,male,widowed,Master's,"Johnmouth, Libyan Arab Jamahiriya","['Basketball', 'Tennis']",['Los Angeles Lakers'],2377,330,3029,18,0.7303142514011208,0.5660000000000001,0.5426485297059412,0.509,0.7467429943955164
3225326148289571,male,single,High School,"North Mariafort, Christmas Island","['Basketball', 'Soccer', 'Baseball']",['Real Madrid'],2438,140,2620,151,0.32622097678142514,0.628,0.5463092618523705,0.5755,0.8391160928742993
7747280465862052,female,widowed,High School,"Garciabury, Saint Vincent and the Grenadines",['Football'],"['Manchester United', 'New York Knicks']",3375,52,7279,154,0.3728482786228983,0.5104,0.6025405081016203,0.7769999999999999,0.6878068855084066
8164203607897274,female,married,Master's,"Kylefort, United Kingdom","['Soccer', 'Baseball']","['Los Angeles Lakers', 'Real Madrid']",2381,70,2996,83,0.7299839871897518,0.8140000000000001,0.5428885777155431,0.7414999999999999,0.8520640512409927
8942626007736483,male,divorced,Bachelor's,"Cruzborough, Cambodia","['Football', 'Soccer']",['FC Barcelona'],4093,27,6660,184,0.5666533226581265,0.40540000000000004,0.6456291258251651,0.592,0.7225867093674939
8723294612396841,female,single,High School,"New Phyllisborough, Saudi Arabia","['Basketball', 'Hockey', 'Tennis']",['New York Knicks'],3064,352,9501,93,0.39508606885508407,0.6704,0.5838767753550711,0.7464999999999999,0.47885572457966363
9305666874192658,male,divorced,Associate's,"Colemanburgh, Qatar","['Football', 'Basketball', 'Soccer']",['FC Barcelona'],2023,357,8762,176,0.4876901521216974,0.47140000000000004,0.5214042808561712,0.588,0.5064393915132105
916228962395877,male,single,PhD,"South Laurie, Pitcairn Islands",['Hockey'],['New York Knicks'],92,192,3828,193,0.9383106485188151,0.6384,0.4055211042208442,0.5965,0.7699574059247398
1094233774516266,female,single,High School,"North Sarahburgh, Saint Barthelemy","['Tennis', 'Soccer']","['Real Madrid', 'FC Barcelona']",4545,461,6182,179,0.3618694955964772,0.6921999999999999,0.672754550910182,0.7895,0.5681220176140912
4992588877049871,female,divorced,Associate's,"Munozburgh, Croatia","['Baseball', 'Football']",['Real Madrid'],2781,377,7742,134,0.4774819855884708,0.47540000000000004,0.5668933786757352,0.7669999999999999,0.5392720576461167
4179418669578497,female,married,High School,"East Josephfurt, Honduras",['Tennis'],"['Real Madrid', 'FC Barcelona']",1572,37,3748,190,0.3375100080064051,0.8074,0.49433886777355474,0.7949999999999999,0.8351599679743794
5356802505404186,female,single,Bachelor's,"South Lisa, Iran","['Tennis', 'Hockey', 'Basketball']","['New York Knicks', 'Manchester United']",1633,60,3579,132,0.5358186549239392,0.612,0.497999599919984,0.766,0.8327253803042434
7338355058364870,male,widowed,Associate's,"Marymouth, Greece","['Hockey', 'Soccer']",['Manchester United'],4858,338,5689,10,0.45693554843875106,0.5676,0.6915383076615322,0.505,0.637057806244996
9620826021738244,female,married,High School,"Hoganview, Pitcairn Islands","['Football', 'Tennis']","['New York Knicks', 'Los Angeles Lakers']",4044,72,5392,63,0.3539631705364291,0.8144,0.6426885377075415,0.7314999999999999,0.7553473178542834
2649142068883141,female,married,Master's,"East Kennethbury, Kenya","['Tennis', 'Hockey', 'Basketball']","['FC Barcelona', 'Real Madrid']",4015,109,6880,72,0.7688550840672538,0.8218000000000001,0.6409481896379277,0.736,0.6809796637309847
4011890726949043,male,divorced,Master's,"Lake Paul, Thailand",['Hockey'],['FC Barcelona'],3113,53,9678,33,0.796857485988791,0.4106,0.5868173634726945,0.5165,0.5913700560448358
8464845372364596,male,widowed,Master's,"Delacruzmouth, Albania",['Football'],"['Real Madrid', 'Los Angeles Lakers']",102,100,4915,109,0.7491893514811849,0.52,0.406121224244849,0.5545,0.7632425940752602
5490275030039855,male,single,Bachelor's,"Barberborough, South Africa","['Football', 'Tennis', 'Basketball']","['Manchester United', 'Los Angeles Lakers']",969,91,9229,133,0.5923638911128903,0.6182,0.4581516303260652,0.5665,0.5941444355484387
9855640883364214,male,married,Associate's,"Greenview, Cote d'Ivoire","['Hockey', 'Baseball']",['Los Angeles Lakers'],2349,71,1522,179,0.4152321857485989,0.8142,0.5409681936387278,0.5895,0.9106712570056045
4613685331717183,male,divorced,High School,"Lake Brandiberg, Denmark","['Tennis', 'Hockey']",['FC Barcelona'],3355,461,4775,180,0.34778823058446756,0.4922,0.6013402680536107,0.59,0.6244470776621297
9260815947728331,male,divorced,PhD,"Reynoldschester, Estonia","['Baseball', 'Tennis']",['Real Madrid'],2603,408,4383,86,0.943865092073659,0.48160000000000003,0.5562112422484498,0.543,0.6613396317053643
8753952795495821,female,single,Bachelor's,"Port Sandraberg, Christmas Island","['Tennis', 'Hockey']",['Manchester United'],336,479,8245,39,0.5825160128102482,0.6958,0.42016403280656134,0.7194999999999999,0.4783359487590072
590040759042603,male,widowed,High School,"Maloneport, Lithuania",['Hockey'],"['New York Knicks', 'FC Barcelona']",4867,217,9691,10,0.39698759007205764,0.5434,0.6920784156831367,0.505,0.5252496397117694
5023832366730370,male,widowed,Associate's,"Andersonburgh, Chile","['Baseball', 'Soccer']","['Real Madrid', 'New York Knicks']",3044,53,8297,55,0.4830364291433147,0.5106,0.5826765353070614,0.5275,0.6466542834267414
8624009314887865,female,widowed,Master's,"East Michael, Afghanistan","['Baseball', 'Tennis']","['Real Madrid', 'Los Angeles Lakers']",1109,327,9747,82,0.7975480384307445,0.5654,0.46655331066213246,0.741,0.47900784627702153
7772316806129178,female,widowed,Associate's,"Elizabethhaven, Ukraine","['Hockey', 'Football', 'Tennis']","['Real Madrid', 'Los Angeles Lakers']",252,463,1231,75,0.41231985588470776,0.5926,0.415123024604921,0.7374999999999999,0.7655205764611689
351001211596687,male,widowed,Associate's,"Andrewbury, Belgium","['Baseball', 'Tennis']",['New York Knicks'],1387,400,9681,159,0.49688751000800646,0.5800000000000001,0.4832366473294659,0.5795,0.4524499599679743
6360160600948275,male,single,High School,"Perkinsmouth, Mayotte","['Tennis', 'Hockey']","['New York Knicks', 'Los Angeles Lakers']",4298,469,5576,44,0.355804643714972,0.6938,0.6579315863172635,0.522,0.5891814251401121
7460186819696609,female,single,Bachelor's,"New Lindsaytown, Niger","['Baseball', 'Hockey']","['Los Angeles Lakers', 'FC Barcelona']",4167,125,1147,137,0.5114791833466773,0.625,0.6500700140028006,0.7685,0.9040832666132905
5349362783860937,male,divorced,PhD,"New Joseph, Dominican Republic","['Football', 'Hockey']",['Los Angeles Lakers'],4290,68,7964,3,0.9797037630104084,0.4136,0.6574514902980596,0.5015,0.6539849479583667
2099694386345528,male,single,Master's,"Smithmouth, Sierra Leone",['Tennis'],['New York Knicks'],1018,230,3179,12,0.7318154523618895,0.646,0.46109221844368875,0.506,0.780738190552442
2633766492348594,male,married,Master's,"East Jasmineton, Libyan Arab Jamahiriya","['Football', 'Tennis']","['Real Madrid', 'New York Knicks']",539,114,947,23,0.7094775820656525,0.8228000000000001,0.4323464692938588,0.5115,0.9164896717373899
9370564915924539,female,married,PhD,"West Melissa, Sao Tome and Principe","['Football', 'Tennis']",['New York Knicks'],1652,101,7558,18,0.975640512409928,0.8202,0.49913982796559314,0.709,0.6570379503602882
3338289498106570,male,married,Bachelor's,"Port Elizabeth, Marshall Islands","['Soccer', 'Tennis', 'Football']",['Los Angeles Lakers'],1767,195,7001,195,0.5700660528422739,0.8390000000000001,0.5060412082416483,0.5975,0.6417357886309047
6439881869456352,female,single,PhD,"New Samanthaburgh, Spain","['Hockey', 'Baseball', 'Soccer']","['Los Angeles Lakers', 'Real Madrid']",3363,441,3469,199,0.9347177742193755,0.6881999999999999,0.6018203640728146,0.7995,0.684728903122498
799660359046047,female,widowed,PhD,"North Stephaniestad, France",['Soccer'],['Manchester United'],887,459,7329,149,0.9733486789431546,0.5918,0.45323064612922587,0.7745,0.5230052842273819
4239544924115530,male,divorced,High School,"Carrillofurt, Saudi Arabia","['Baseball', 'Hockey', 'Soccer']","['Manchester United', 'FC Barcelona']",1182,413,282,65,0.302822257806245,0.48260000000000003,0.4709341868373675,0.5325,0.82351096877502
3266628892906188,female,single,High School,"Duffystad, Isle of Man","['Soccer', 'Hockey', 'Baseball']",['Los Angeles Lakers'],262,138,8221,44,0.3822758206565252,0.6275999999999999,0.4157231446289258,0.722,0.6156967173738991
2972491010519793,female,married,Master's,"Port Jaclynberg, El Salvador",['Football'],['Real Madrid'],1120,118,9804,16,0.7981184947958366,0.8236,0.4672134426885377,0.708,0.5603260208166533
790850161974715,female,married,High School,"Brownberg, Canada","['Tennis', 'Football', 'Basketball']","['Manchester United', 'Real Madrid']",3640,413,9462,134,0.3946957566052842,0.8826,0.6184436887377476,0.7669999999999999,0.45601697357886306
554838641123102,female,widowed,Associate's,"Jenniferhaven, Japan",['Soccer'],['New York Knicks'],4886,91,1571,125,0.41572257806245,0.5182,0.6932186437287458,0.7625,0.9007096877502002
7363708098464118,male,married,PhD,"Medinastad, Mauritania","['Tennis', 'Basketball', 'Hockey']","['FC Barcelona', 'Los Angeles Lakers']",1810,479,841,66,0.9084167333867094,0.8958,0.508621724344869,0.533,0.7747330664531625
8438637358042615,female,divorced,Associate's,"South Mackenzie, Bermuda","['Soccer', 'Hockey', 'Tennis']",['FC Barcelona'],1570,139,590,121,0.40590472377902326,0.4278,0.4942188437687538,0.7605,0.9207811048839072
7557677289797775,male,single,PhD,"Karatown, Gabon","['Soccer', 'Tennis']","['Los Angeles Lakers', 'New York Knicks']",1849,201,4294,9,0.942974379503603,0.6402,0.5109621924384877,0.5045,0.7477024819855884
4071596065476214,male,married,Master's,"North Robertport, Bahrain","['Baseball', 'Hockey']",['FC Barcelona'],910,21,802,100,0.7080264211369095,0.8042,0.4546109221844369,0.55,0.959494315452362
2481479870843543,male,single,Master's,"Port Christopherbury, Argentina",['Football'],"['Real Madrid', 'Manchester United']",3311,11,6897,8,0.7690252201761408,0.6022,0.5986997399479896,0.504,0.7194991192954363
7451557975263,male,widowed,Master's,"Rioston, Sierra Leone","['Football', 'Tennis', 'Soccer']","['Manchester United', 'New York Knicks']",201,389,7274,128,0.7727982385908727,0.5778,0.41206241248249653,0.5640000000000001,0.5532070456365092
5414113442829213,male,widowed,PhD,"Jilltown, Korea",['Tennis'],['Manchester United'],1386,32,5876,82,0.9588070456365092,0.5064,0.48317663532706545,0.541,0.7519718174539631
3027160869389687,female,widowed,PhD,"Port Danielle, Svalbard & Jan Mayen Islands",['Baseball'],"['Real Madrid', 'New York Knicks']",4009,201,9141,160,0.9914831865492394,0.5402,0.6405881176235246,0.78,0.5536672538030424
2786864673851355,female,widowed,High School,"North Michael, Turkey","['Baseball', 'Hockey', 'Basketball']",['Manchester United'],4478,276,6555,189,0.3656024819855885,0.5552,0.6687337467493499,0.7945,0.627190072057646
7905761842689768,male,divorced,Bachelor's,"Robertbury, Falkland Islands (Malvinas)","['Hockey', 'Basketball', 'Soccer']","['Los Angeles Lakers', 'Real Madrid']",4849,479,2765,47,0.5276721377101681,0.4958,0.690998199639928,0.5235,0.6977114491593275
4553769425146893,female,divorced,Associate's,"North Danielfurt, Mayotte","['Tennis', 'Basketball']",['Real Madrid'],1881,329,9136,183,0.4914331465172138,0.46580000000000005,0.5128825765153031,0.7915,0.5026674139311448
3993355514507498,male,married,Associate's,"South Ritastad, Poland","['Tennis', 'Football']","['Los Angeles Lakers', 'Real Madrid']",3942,4,8646,17,0.48652922337870297,0.8008000000000001,0.6365673134626926,0.5085,0.6522831064851882
1004953206940375,male,married,High School,"Patrickview, Colombia","['Soccer', 'Football', 'Basketball']",['Los Angeles Lakers'],4457,176,7057,151,0.37062650120096075,0.8352,0.6674734946989398,0.5755,0.647093995196157
9105248280719344,female,divorced,Associate's,"Brownstad, Iran","['Tennis', 'Hockey', 'Baseball']","['New York Knicks', 'FC Barcelona']",4128,190,326,53,0.40326261008807046,0.43800000000000006,0.6477295459091819,0.7264999999999999,0.9109495596477182
5716931594429137,male,divorced,PhD,"West Kevin, United States Minor Outlying Islands","['Hockey', 'Football']",['Los Angeles Lakers'],2746,305,5160,82,0.9516413130504404,0.461,0.5647929585917184,0.541,0.6714347477982386
337084161057567,male,widowed,PhD,"Port Jessicaville, Chile","['Football', 'Tennis']","['FC Barcelona', 'Los Angeles Lakers']",1425,290,2536,109,0.9253803042433948,0.558,0.48551710342068416,0.5545,0.7824787830264212
8720935981148130,female,divorced,Master's,"North Daryl, Taiwan","['Baseball', 'Football', 'Hockey']",['FC Barcelona'],243,486,5893,5,0.7589771817453963,0.49720000000000003,0.4145829165833167,0.7024999999999999,0.5696912730184147
144090027025768,male,divorced,Master's,"New Angelaside, Mongolia","['Basketball', 'Baseball']",['FC Barcelona'],1669,454,145,43,0.7014511609287429,0.4908,0.5001600320064012,0.5215,0.812595356285028
3237658780944467,male,married,Master's,"Tommyfort, Armenia",['Baseball'],['New York Knicks'],3209,45,5930,2,0.7593474779823859,0.809,0.5925785157031407,0.501,0.7446100880704564
1122877107589157,female,widowed,Associate's,"Orozcofort, Lebanon","['Tennis', 'Football']","['New York Knicks', 'FC Barcelona']",4159,235,4229,72,0.44232385908726984,0.547,0.6495899179835967,0.736,0.7367045636509207
235614721476144,female,widowed,Bachelor's,"Briannaview, Pitcairn Islands","['Soccer', 'Basketball']","['Manchester United', 'Los Angeles Lakers']",2676,25,264,23,0.5026421136909528,0.505,0.5605921184236847,0.7114999999999999,0.9794315452361889
5022559848705019,female,divorced,Associate's,"South Ricky, Vanuatu",['Baseball'],['Manchester United'],1298,50,7737,81,0.4774319455564452,0.41000000000000003,0.4778955791158232,0.7404999999999999,0.6702722177742193
5031489088963728,male,single,High School,"Connorshire, Malawi",['Tennis'],"['Manchester United', 'Real Madrid']",4598,98,3866,125,0.33869095276220973,0.6195999999999999,0.6759351870374075,0.5625,0.8060361889511609
2979859230934918,male,single,High School,"Christinetown, Denmark","['Tennis', 'Soccer']","['New York Knicks', 'FC Barcelona']",3202,72,8840,56,0.38847077662129703,0.6144,0.5921584316863373,0.528,0.6173168935148118
1195342110023565,male,single,PhD,"New Juliatown, Chad","['Basketball', 'Hockey', 'Soccer']","['FC Barcelona', 'New York Knicks']",2857,378,9385,117,0.9939251401120897,0.6756,0.5714542908581717,0.5585,0.47309943955164124
6705497345711760,male,widowed,Master's,"East Dana, United Arab Emirates","['Football', 'Tennis']","['Manchester United', 'New York Knicks']",2528,474,4869,131,0.7487289831865492,0.5948,0.5517103420684137,0.5655,0.615484067253803
4654222720935732,female,married,Associate's,"Westberg, Switzerland","['Basketball', 'Football', 'Soccer']","['Real Madrid', 'Los Angeles Lakers']",2884,19,4276,126,0.44279423538831064,0.8038000000000001,0.5730746149229846,0.7629999999999999,0.8212230584467574
6245581352587954,female,widowed,High School,"New Amberland, Saint Pierre and Miquelon","['Basketball', 'Hockey', 'Tennis']",['FC Barcelona'],2551,28,4537,25,0.34540632506004804,0.5056,0.5530906181236247,0.7124999999999999,0.8071746997598078
7476603866126711,female,widowed,Master's,"North Ryan, Nigeria",['Hockey'],['Real Madrid'],344,450,623,127,0.7062349879903923,0.59,0.4206441288257652,0.7635,0.7950600480384307
6616961636292354,female,married,Associate's,"Lake Chelseatown, Ecuador","['Hockey', 'Basketball']",['Los Angeles Lakers'],3731,7,7231,144,0.4723678943154524,0.8014,0.6239047809561913,0.7719999999999999,0.7077284227381905
5777607107148811,female,married,PhD,"South Gavin, Portugal","['Basketball', 'Baseball']",['New York Knicks'],2241,460,6828,118,0.9683346677341874,0.892,0.5344868973794759,0.7589999999999999,0.5426613290632506
5869073665708380,female,divorced,Master's,"Danielstad, Fiji",['Baseball'],"['Los Angeles Lakers', 'New York Knicks']",3841,219,8257,185,0.7826361088871097,0.44380000000000003,0.6305061012202441,0.7925,0.5818555644515612
8734115094933510,male,married,High School,"South Joshuaport, Christmas Island",['Tennis'],['Los Angeles Lakers'],4018,320,3060,162,0.3306244995996797,0.8640000000000001,0.6411282256451291,0.581,0.749502001601281
881647640560968,male,married,PhD,"Port Christopherborough, United States Virgin Islands",['Hockey'],"['Manchester United', 'Real Madrid']",105,2,6158,54,0.9616293034427542,0.8004,0.40630126025205043,0.527,0.7526827862289832
4267378301863161,male,married,High School,"Alexischester, Tokelau","['Football', 'Soccer', 'Basketball']",['Manchester United'],4142,402,1902,146,0.31903522818254604,0.8804000000000001,0.6485697139427886,0.573,0.7630590872698158
1025481964426692,female,single,High School,"Garciaton, British Indian Ocean Territory (Chagos Archipelago)","['Tennis', 'Basketball', 'Hockey']",['Los Angeles Lakers'],3620,94,6940,61,0.36945556445156125,0.6188,0.617243448689738,0.7304999999999999,0.684577742193755
8805009467848356,female,widowed,Associate's,"South Codyton, Mexico","['Baseball', 'Hockey', 'Basketball']",['Los Angeles Lakers'],2538,441,8464,99,0.4847077662129704,0.5882000000000001,0.5523104620924185,0.7494999999999999,0.4847689351481185
1213391309331953,female,married,Master's,"Richardview, Dominican Republic","['Football', 'Tennis', 'Hockey']",['New York Knicks'],2394,427,6209,56,0.7621397117694155,0.8854000000000001,0.5436687337467494,0.728,0.5806411529223379
7922239302661489,female,married,Bachelor's,"West Benjamin, Lao People's Democratic Republic","['Tennis', 'Hockey', 'Soccer']",['Los Angeles Lakers'],2070,215,7879,14,0.5788530824659728,0.8430000000000001,0.5242248449689938,0.707,0.5985876701361089
4503263361092172,female,widowed,PhD,"Johnsonbury, Brunei Darussalam",['Baseball'],['FC Barcelona'],2500,160,8885,134,0.9889211369095277,0.532,0.5500300060012002,0.7669999999999999,0.5803154523618894
5418733146423778,male,married,High School,"North Randybury, Portugal","['Basketball', 'Baseball', 'Hockey']",['New York Knicks'],3737,4,4571,77,0.34574659727782225,0.8008000000000001,0.6242648529705941,0.5385,0.8154136108887109
7057275258797418,female,single,Associate's,"South Jeremiahfurt, Estonia",['Tennis'],['FC Barcelona'],179,425,5955,139,0.45959767814251407,0.6849999999999999,0.410742148429686,0.7695,0.5916092874299439
8800469694013999,female,divorced,Master's,"Lake Jonathanport, Paraguay","['Basketball', 'Hockey']",['New York Knicks'],3651,199,1677,57,0.7167834267413931,0.4398,0.6191038207641528,0.7284999999999999,0.8532662930344276
4983813301602679,male,widowed,Associate's,"Mitchellbury, Morocco",['Hockey'],"['New York Knicks', 'Real Madrid']",1226,93,8197,161,0.48203562850280224,0.5186,0.47357471494298864,0.5805,0.634657485988791
3556961764260522,female,widowed,High School,"Phillipsmouth, France","['Baseball', 'Football', 'Tennis']","['Los Angeles Lakers', 'Real Madrid']",4505,391,1924,64,0.3192554043234588,0.5782,0.6703540708141629,0.732,0.766578382706165
5252337156809167,male,divorced,Master's,"South Kyleville, Saint Pierre and Miquelon",['Hockey'],['Manchester United'],4356,282,8623,71,0.7862990392313851,0.45640000000000003,0.6614122824564913,0.5355,0.5420038430744596
201107753789340,male,divorced,PhD,"North Lori, Norway","['Football', 'Tennis']",['New York Knicks'],2349,369,5624,9,0.956285028022418,0.4738,0.5409681936387278,0.5045,0.6272598879103282
3843081753613276,female,widowed,Associate's,"Jonathanstad, Ireland","['Basketball', 'Football']",['FC Barcelona'],4347,107,7575,150,0.47581064851881505,0.5214,0.660872174434887,0.7749999999999999,0.6539574059247397
6491655043884186,male,divorced,Master's,"Sullivanburgh, Svalbard & Jan Mayen Islands",['Basketball'],"['Los Angeles Lakers', 'Real Madrid']",182,476,1057,133,0.7105784627702161,0.49520000000000003,0.4109221844368874,0.5665,0.7672861489191353
2255470572182998,female,single,High School,"North Alexismouth, Aruba","['Baseball', 'Hockey', 'Tennis']","['Manchester United', 'Los Angeles Lakers']",157,470,1858,192,0.31859487590072055,0.694,0.4094218843768754,0.7959999999999999,0.7376204963971178
7367575583501011,female,divorced,Associate's,"Scottberg, Hungary","['Hockey', 'Soccer', 'Football']",['FC Barcelona'],2736,263,7518,144,0.475240192153723,0.4526,0.5641928385677135,0.7719999999999999,0.5938392313851082
9592717307035844,female,married,Bachelor's,"Port Kirstenchester, Costa Rica","['Soccer', 'Football']","['New York Knicks', 'Real Madrid']",2138,401,5182,189,0.5518614891913531,0.8802000000000001,0.5283056611322264,0.7945,0.6321540432345877
9639914415787633,female,married,PhD,"Henryport, Costa Rica","['Football', 'Soccer']",['Real Madrid'],338,402,5576,135,0.955804643714972,0.8804000000000001,0.42028405681136227,0.7675,0.615981425140112
91103510981415,female,widowed,Associate's,"East Nancy, Afghanistan","['Basketball', 'Soccer']","['Manchester United', 'Real Madrid']",3923,321,7163,114,0.47168734987990396,0.5642,0.6354270854170834,0.7569999999999999,0.5848506004803842
5357015711634803,female,single,High School,"Jamesside, Qatar","['Basketball', 'Hockey']",['Manchester United'],2401,301,810,64,0.30810648518815054,0.6602,0.5440888177635528,0.732,0.847174059247398
8669998334731455,male,married,Associate's,"Strongton, Lesotho",['Football'],['Los Angeles Lakers'],599,340,7401,3,0.4740692554043235,0.8680000000000001,0.4359471894378876,0.5015,0.5677229783827061
8388529893530840,male,married,Associate's,"Davidland, Bosnia and Herzegovina","['Soccer', 'Basketball']","['Manchester United', 'Real Madrid']",1024,326,9614,187,0.49621697357886313,0.8652000000000001,0.46145229045809166,0.5935,0.48473210568454755
7953459630462749,female,widowed,Associate's,"East Richard, Suriname","['Football', 'Baseball', 'Tennis']","['New York Knicks', 'FC Barcelona']",4828,474,1002,82,0.41002802241793435,0.5948,0.6897379475895179,0.741,0.7702879103282626
3960360801979501,male,single,High School,"South Megan, Rwanda","['Soccer', 'Hockey', 'Basketball']",['FC Barcelona'],4351,325,3687,190,0.33689951961569253,0.665,0.661112222444489,0.595,0.7224019215372298
7985720667084975,female,widowed,PhD,"East Troy, American Samoa","['Football', 'Basketball']",['Real Madrid'],3086,384,3728,57,0.9373098478783026,0.5768,0.5851970394078816,0.7284999999999999,0.6971606084867894
701878497798537,female,single,Master's,"West Brandon, Bulgaria",['Basketball'],['Manchester United'],1776,56,8501,49,0.7850780624499599,0.6112,0.5065813162632526,0.7244999999999999,0.6372877502001602
1339762107603237,female,widowed,PhD,"Bartlettchester, Namibia",['Hockey'],"['Manchester United', 'Real Madrid']",716,206,9295,98,0.9930244195356286,0.5412,0.44296859371874375,0.749,0.5455023218574859
2528376796890341,male,single,Master's,"Martinezstad, American Samoa",['Baseball'],"['New York Knicks', 'Real Madrid']",4542,463,3230,55,0.7323258606885508,0.6926,0.6725745149029806,0.5275,0.6854965572457966
5321339190689635,female,widowed,Associate's,"Garcialand, Timor-Leste",['Baseball'],['Manchester United'],2800,165,4789,98,0.44792834267413933,0.533,0.5680336067213443,0.749,0.7422866293034427
6072478792981431,female,widowed,High School,"Dianaberg, Nauru",['Soccer'],"['FC Barcelona', 'Real Madrid']",2436,90,7153,77,0.37158726981585266,0.518,0.5461892378475696,0.7384999999999999,0.6776509207365893
4611201449434631,female,single,Master's,"Coleberg, Ecuador","['Baseball', 'Football', 'Tennis']",['Los Angeles Lakers'],2811,148,5849,43,0.7585368294635708,0.6295999999999999,0.5686937387477495,0.7214999999999999,0.7066526821457165
6422733679224013,female,single,Master's,"Lake Tonya, Reunion",['Tennis'],['Manchester United'],2412,333,2656,169,0.7265812650120096,0.6666,0.544748949789958,0.7845,0.7604749399519616
5027138439223669,male,divorced,Associate's,"Lake Christineshire, Thailand","['Basketball', 'Hockey', 'Tennis']","['Los Angeles Lakers', 'FC Barcelona']",481,296,217,188,0.40217173738991197,0.45920000000000005,0.4288657731546309,0.594,0.8729130504403522
6297337826971017,female,widowed,PhD,"Justinfurt, Lithuania","['Hockey', 'Soccer']",['Los Angeles Lakers'],2240,113,45,66,0.9004503602882306,0.5226,0.5344268853770754,0.733,0.9529985588470776
2589061255778204,female,widowed,Associate's,"South Michellefort, Spain","['Basketball', 'Hockey', 'Baseball']",['Manchester United'],2478,450,1379,164,0.41380104083266617,0.59,0.5487097419483897,0.7819999999999999,0.7647958366693354
6412059758196001,male,widowed,High School,"South Nathaniel, Palau",['Baseball'],"['Manchester United', 'Los Angeles Lakers']",4194,428,2389,70,0.32390912730184146,0.5856,0.6516903380676136,0.535,0.7331634907926341
27581726871450,female,married,Associate's,"Paigebury, British Virgin Islands",['Tennis'],['Manchester United'],2002,363,4072,103,0.44075260208166533,0.8726,0.5201440288057612,0.7515,0.6917895916733386
4849807070890400,female,divorced,High School,"Owenschester, Trinidad and Tobago","['Basketball', 'Football']","['Manchester United', 'Real Madrid']",3056,200,1420,42,0.3142113690952762,0.44000000000000006,0.5833966793358671,0.721,0.8631545236188951
4600077184253242,female,divorced,Master's,"Chandlerton, Lesotho",['Tennis'],"['New York Knicks', 'Real Madrid']",1522,197,2426,158,0.724279423538831,0.4394,0.4913382676535307,0.7789999999999999,0.8240823058446758
9172009037740410,male,married,Bachelor's,"Richardchester, Congo",['Tennis'],"['Real Madrid', 'Manchester United']",973,276,8155,187,0.581615292233787,0.8552000000000001,0.45839167833566713,0.5935,0.5631388310648517
1525646838349843,male,widowed,PhD,"Davisside, Taiwan","['Baseball', 'Tennis']",['Los Angeles Lakers'],3368,404,888,40,0.9088871096877502,0.5808,0.602120424084817,0.52,0.8028515612489993
